Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
2021-09-06,landed,Indira Gandhi International,DEL,Bole International,ADD,Air India,AI,7553,AI7553,36.0,0.0,Africa,Addis_Ababa,2021-09-06,01:05:00,2021-09-06,04:12:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Bole International,ADD,Ethiopian Airlines,ET,687,ET687,36.0,0.0,Africa,Addis_Ababa,2021-09-06,01:05:00,2021-09-06,04:12:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Cochin International,COK,United Airlines,UA,7752,UA7752,8.0,0.0,Asia,Kolkata,2021-09-06,06:08:00,2021-09-06,08:51:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,933,UK933,23.0,5.0,Asia,Kolkata,2021-09-06,15:53:00,2021-09-06,17:40:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Dibrugarh,DIB,IndiGo,6E,6166,6E6166,0.0,0.0,Asia,Kolkata,2021-09-06,05:15:00,2021-09-06,07:52:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2567,6E2567,8.0,0.0,Asia,Kolkata,2021-09-06,09:03:00,2021-09-06,10:10:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2615,6E2615,0.0,0.0,Asia,Kolkata,2021-09-06,07:18:00,2021-09-06,08:26:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,British Airways,BA,5851,BA5851,12.0,0.0,Asia,Kolkata,2021-09-06,10:32:00,2021-09-06,12:07:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2733,6E2733,7.0,0.0,Asia,Kolkata,2021-09-06,13:56:00,2021-09-06,15:05:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Goa International,GOI,Vistara,UK,847,UK847,15.0,18.0,Asia,Kolkata,2021-09-06,11:25:00,2021-09-06,14:07:00,06-09-2021
2021-09-06,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Alliance Air,9I,887,9I887,15.0,0.0,Asia,Kolkata,2021-09-06,06:34:00,2021-09-06,08:21:00,06-09-2021
