Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
2021-09-22,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,678,AI678,12.0,0.0,Asia,Kolkata,2021-09-22,09:12:00,2021-09-22,10:52:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,6573,6E6573,15.0,0.0,Asia,Kolkata,2021-09-22,07:34:00,2021-09-22,09:27:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2567,6E2567,11.0,0.0,Asia,Kolkata,2021-09-22,09:06:00,2021-09-22,10:16:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,British Airways,BA,5849,BA5849,3.0,0.0,Asia,Kolkata,2021-09-22,08:52:00,2021-09-22,10:36:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Dehra Dun,DED,IndiGo,6E,2966,6E2966,9.0,0.0,Asia,Kolkata,2021-09-22,14:33:00,2021-09-22,15:06:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,SpiceJet,SG,7215,SG7215,16.0,0.0,Asia,Kolkata,2021-09-22,08:16:00,2021-09-22,10:01:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2733,6E2733,10.0,0.0,Asia,Kolkata,2021-09-22,14:00:00,2021-09-22,15:09:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,2346,6E2346,3.0,0.0,Asia,Kolkata,2021-09-22,06:07:00,2021-09-22,07:58:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Alliance Air,9I,887,9I887,10.0,0.0,Asia,Kolkata,2021-09-22,06:29:00,2021-09-22,08:19:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,267,AI267,9.0,0.0,Asia,Kolkata,2021-09-22,07:04:00,2021-09-22,08:43:00,22-09-2021
2021-09-22,landed,Indira Gandhi International,DEL,Doha International,DOH,Qatar Airways,QR,581,QR581,10.0,0.0,Asia,Qatar,2021-09-22,09:44:00,2021-09-22,10:46:00,22-09-2021
