Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
2021-08-31,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,GoAir,G8,530,G8530,0.0,0.0,Asia,Kolkata,2021-08-31,06:44:00,2021-08-31,08:26:00,31-08-2021
2021-08-31,landed,Indira Gandhi International,DEL,Borjhar,GAU,IndiGo,6E,2574,6E2574,31.0,7.0,Asia,Kolkata,2021-08-31,13:01:00,2021-08-31,15:21:00,31-08-2021
2021-08-31,landed,Indira Gandhi International,DEL,Cochin International,COK,IndiGo,6E,3172,6E3172,0.0,0.0,Asia,Kolkata,2021-08-31,04:34:00,2021-08-31,07:14:00,31-08-2021
2021-08-31,landed,Indira Gandhi International,DEL,Goa International,GOI,IndiGo,6E,2145,6E2145,17.0,0.0,Asia,Kolkata,2021-08-31,12:27:00,2021-08-31,14:33:00,31-08-2021
2021-08-31,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2567,6E2567,1.0,0.0,Asia,Kolkata,2021-08-31,08:56:00,2021-08-31,10:03:00,31-08-2021
2021-08-31,landed,Indira Gandhi International,DEL,Dubai,DXB,Emirates,EK,511,EK511,26.0,0.0,Asia,Dubai,2021-08-31,11:25:00,2021-08-31,12:48:00,31-08-2021
2021-08-31,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Asiana Airlines,OZ,6381,OZ6381,14.0,0.0,Asia,Kolkata,2021-08-31,07:04:00,2021-08-31,08:46:00,31-08-2021
2021-08-31,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2615,6E2615,0.0,0.0,Asia,Kolkata,2021-08-31,07:19:00,2021-08-31,08:24:00,31-08-2021
2021-08-31,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2733,6E2733,16.0,2.0,Asia,Kolkata,2021-08-31,14:06:00,2021-08-31,15:16:00,31-08-2021
2021-08-31,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,2214,6E2214,2.0,0.0,Asia,Kolkata,2021-08-31,02:47:00,2021-08-31,04:36:00,31-08-2021
