Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
2021-09-25,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,6202,6E6202,26.0,3.0,Asia,Kolkata,2021-09-25,12:25:00,2021-09-25,14:05:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Cochin International,COK,British Airways,BA,5869,BA5869,0.0,0.0,Asia,Kolkata,2021-09-25,15:01:00,2021-09-25,17:44:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Vistara,UK,815,UK815,12.0,0.0,Asia,Kolkata,2021-09-25,08:22:00,2021-09-25,10:37:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Charles De Gaulle,CDG,Air France,AF,225,AF225,26.0,1.0,Europe,Paris,2021-09-25,01:41:00,2021-09-25,07:20:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2567,6E2567,13.0,0.0,Asia,Kolkata,2021-09-25,09:08:00,2021-09-25,10:15:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Air India,AI,401,AI401,11.0,0.0,Asia,Kolkata,2021-09-25,07:11:00,2021-09-25,08:55:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2733,6E2733,28.0,12.0,Asia,Kolkata,2021-09-25,14:18:00,2021-09-25,15:28:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,975,UK975,16.0,0.0,Asia,Kolkata,2021-09-25,06:15:00,2021-09-25,07:51:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Alliance Air,9I,887,9I887,10.0,0.0,Asia,Kolkata,2021-09-25,11:05:00,2021-09-25,12:54:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,British Airways,BA,5847,BA5847,16.0,0.0,Asia,Kolkata,2021-09-25,06:15:00,2021-09-25,07:51:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Cochin International,COK,Vistara,UK,883,UK883,9.0,0.0,Asia,Kolkata,2021-09-25,06:04:00,2021-09-25,08:48:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Air India,AI,9887,AI9887,10.0,0.0,Asia,Kolkata,2021-09-25,11:05:00,2021-09-25,12:54:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,SpiceJet,SG,7010,SG7010,22.0,0.0,Asia,Kolkata,2021-09-25,10:52:00,2021-09-25,12:43:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,British Airways,BA,5821,BA5821,12.0,0.0,Asia,Kolkata,2021-09-25,06:42:00,2021-09-25,07:49:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,5071,6E5071,12.0,0.0,Asia,Kolkata,2021-09-25,14:11:00,2021-09-25,15:50:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,British Airways,BA,5823,BA5823,6.0,0.0,Asia,Kolkata,2021-09-25,08:50:00,2021-09-25,09:54:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,2306,6E2306,19.0,0.0,Asia,Kolkata,2021-09-25,15:04:00,2021-09-25,16:52:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,943,UK943,12.0,0.0,Asia,Kolkata,2021-09-25,07:41:00,2021-09-25,09:19:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Blue Dart Aviation,BZ,481,BZ481,23.0,0.0,Asia,Kolkata,2021-09-25,01:28:00,2021-09-25,02:33:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,GoAir,G8,719,G8719,3.0,0.0,Asia,Kolkata,2021-09-25,06:57:00,2021-09-25,08:10:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Bangalore International Airport,BLR,Vistara,UK,819,UK819,18.0,0.0,Asia,Kolkata,2021-09-25,14:27:00,2021-09-25,16:47:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,SpiceJet,SG,8131,SG8131,27.0,0.0,Asia,Kolkata,2021-09-25,16:16:00,2021-09-25,17:24:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Cochin International,COK,Air India,AI,512,AI512,14.0,11.0,Asia,Kolkata,2021-09-25,14:24:00,2021-09-25,17:30:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Charles De Gaulle,CDG,Air India,AI,143,AI143,30.0,11.0,Europe,Paris,2021-09-25,02:09:00,2021-09-25,07:30:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Dibrugarh,DIB,IndiGo,6E,2051,6E2051,3.0,0.0,Asia,Kolkata,2021-09-25,11:42:00,2021-09-25,14:10:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,United Airlines,UA,7746,UA7746,6.0,0.0,Asia,Kolkata,2021-09-25,08:50:00,2021-09-25,09:54:00,25-09-2021
2021-09-25,landed,Indira Gandhi International,DEL,Dehra Dun,DED,IndiGo,6E,2966,6E2966,9.0,0.0,Asia,Kolkata,2021-09-25,14:34:00,2021-09-25,15:02:00,25-09-2021
