Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
2021-09-30,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,5071,6E5071,23.0,1.0,Asia,Kolkata,2021-09-30,14:23:00,2021-09-30,16:05:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Cochin International,COK,AirAsia India,I5,791,I5791,10.0,0.0,Asia,Kolkata,2021-09-30,04:54:00,2021-09-30,07:37:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Cochin International,COK,IndiGo,6E,2241,6E2241,24.0,7.0,Asia,Kolkata,2021-09-30,11:19:00,2021-09-30,14:17:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2567,6E2567,11.0,0.0,Asia,Kolkata,2021-09-30,09:05:00,2021-09-30,10:16:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2615,6E2615,0.0,0.0,Asia,Kolkata,2021-09-30,07:16:00,2021-09-30,08:26:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,993,UK993,24.0,0.0,Asia,Kolkata,2021-09-30,13:09:00,2021-09-30,14:50:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2733,6E2733,11.0,0.0,Asia,Kolkata,2021-09-30,14:01:00,2021-09-30,15:14:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,SpiceJet,SG,7401,SG7401,0.0,0.0,Asia,Kolkata,2021-09-30,02:27:00,2021-09-30,04:55:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Alliance Air,9I,887,9I887,3.0,0.0,Asia,Kolkata,2021-09-30,06:22:00,2021-09-30,08:04:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Air India,AI,1911,AI1911,30.0,5.0,Asia,Kolkata,2021-09-30,12:29:00,2021-09-30,13:35:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Doha International,DOH,Qatar Airways,QR,581,QR581,22.0,0.0,Asia,Qatar,2021-09-30,09:56:00,2021-09-30,10:59:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Dehra Dun,DED,IndiGo,6E,2966,6E2966,10.0,0.0,Asia,Kolkata,2021-09-30,14:35:00,2021-09-30,15:06:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Air India,AI,9887,AI9887,3.0,0.0,Asia,Kolkata,2021-09-30,06:22:00,2021-09-30,08:04:00,30-09-2021
2021-09-30,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,GoAir,G8,334,G8334,19.0,0.0,Asia,Kolkata,2021-09-30,08:19:00,2021-09-30,10:02:00,30-09-2021
