Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
2021-09-15,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Blue Dart Aviation,BZ,201,BZ201,22.0,0.0,Asia,Kolkata,2021-09-15,02:11:00,2021-09-15,04:02:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Kozhikode Airport,CCJ,Air India,AI,425,AI425,7.0,0.0,Asia,Kolkata,2021-09-15,09:17:00,2021-09-15,12:01:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2567,6E2567,12.0,0.0,Asia,Kolkata,2021-09-15,09:06:00,2021-09-15,10:14:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,GoAir,G8,101,G8101,4.0,0.0,Asia,Kolkata,2021-09-15,05:48:00,2021-09-15,07:41:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Cochin International,COK,United Airlines,UA,7752,UA7752,7.0,0.0,Asia,Kolkata,2021-09-15,06:01:00,2021-09-15,08:43:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2615,6E2615,0.0,0.0,Asia,Kolkata,2021-09-15,07:12:00,2021-09-15,08:21:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,865,AI865,9.0,0.0,Asia,Kolkata,2021-09-15,10:48:00,2021-09-15,12:24:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2733,6E2733,11.0,0.0,Asia,Kolkata,2021-09-15,14:00:00,2021-09-15,15:08:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Alliance Air,9I,887,9I887,15.0,0.0,Asia,Kolkata,2021-09-15,06:34:00,2021-09-15,08:18:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Dubai,DXB,flydubai,FZ,432,FZ432,25.0,0.0,Asia,Dubai,2021-09-15,07:20:00,2021-09-15,08:47:00,15-09-2021
2021-09-15,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Air India,AI,9887,AI9887,15.0,0.0,Asia,Kolkata,2021-09-15,06:34:00,2021-09-15,08:18:00,15-09-2021
