Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
2021-09-17,landed,Indira Gandhi International,DEL,Aizawl,AJL,IndiGo,6E,2308,6E2308,18.0,1.0,Asia,Kolkata,2021-09-17,11:48:00,2021-09-17,14:16:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Cochin International,COK,AirAsia India,I5,791,I5791,9.0,0.0,Asia,Kolkata,2021-09-17,04:54:00,2021-09-17,07:36:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,6202,6E6202,25.0,1.0,Asia,Kolkata,2021-09-17,12:24:00,2021-09-17,14:03:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Ethiopian Airlines,ET,1137,ET1137,8.0,0.0,Asia,Kolkata,2021-09-17,07:08:00,2021-09-17,08:50:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2567,6E2567,0.0,0.0,Asia,Kolkata,2021-09-17,08:46:00,2021-09-17,09:55:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2615,6E2615,6.0,0.0,Asia,Kolkata,2021-09-17,07:25:00,2021-09-17,08:35:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,SpiceJet,SG,8701,SG8701,15.0,0.0,Asia,Kolkata,2021-09-17,07:04:00,2021-09-17,08:56:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2733,6E2733,5.0,0.0,Asia,Kolkata,2021-09-17,13:54:00,2021-09-17,15:01:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,British Airways,BA,5849,BA5849,22.0,0.0,Asia,Kolkata,2021-09-17,09:11:00,2021-09-17,10:45:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Alliance Air,9I,887,9I887,9.0,0.0,Asia,Kolkata,2021-09-17,06:29:00,2021-09-17,08:11:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Cochin International,COK,British Airways,BA,5867,BA5867,10.0,0.0,Asia,Kolkata,2021-09-17,06:04:00,2021-09-17,08:44:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,United Airlines,UA,7751,UA7751,19.0,7.0,Asia,Kolkata,2021-09-17,06:38:00,2021-09-17,08:26:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Air India,AI,9887,AI9887,9.0,0.0,Asia,Kolkata,2021-09-17,06:29:00,2021-09-17,08:11:00,17-09-2021
2021-09-17,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,887,AI887,13.0,2.0,Asia,Kolkata,2021-09-17,07:12:00,2021-09-17,09:06:00,17-09-2021
