Flight Date,Status,Departure Airport,Departure IATA,Arrival Airport,Arrival IATA,Airline Name,Airline IATA,Flight Number,Flight IATA,Departure Delay,Arrival Delay,Arrival Region,Arrival City,Departure Date,Departure Time,Arrival Date,Arrival Time,Date
2021-09-20,landed,Indira Gandhi International,DEL,Bole International,ADD,Air India,AI,7553,AI7553,13.0,0.0,Africa,Addis_Ababa,2021-09-20,00:43:00,2021-09-20,03:58:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Bole International,ADD,Ethiopian Airlines,ET,687,ET687,13.0,0.0,Africa,Addis_Ababa,2021-09-20,00:43:00,2021-09-20,03:58:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Ethiopian Airlines,ET,1137,ET1137,30.0,5.0,Asia,Kolkata,2021-09-20,07:30:00,2021-09-20,09:15:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,GoAir,G8,530,G8530,0.0,0.0,Asia,Kolkata,2021-09-20,06:09:00,2021-09-20,08:01:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,5071,6E5071,21.0,0.0,Asia,Kolkata,2021-09-20,14:20:00,2021-09-20,16:02:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2567,6E2567,12.0,0.0,Asia,Kolkata,2021-09-20,09:06:00,2021-09-20,10:19:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2615,6E2615,0.0,0.0,Asia,Kolkata,2021-09-20,07:14:00,2021-09-20,08:20:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,2346,6E2346,0.0,0.0,Asia,Kolkata,2021-09-20,05:56:00,2021-09-20,07:44:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,SpiceJet,SG,7401,SG7401,7.0,0.0,Asia,Kolkata,2021-09-20,02:36:00,2021-09-20,04:38:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,IndiGo,6E,2733,6E2733,14.0,0.0,Asia,Kolkata,2021-09-20,14:03:00,2021-09-20,15:15:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Newark Liberty International,EWR,Air India,AI,105,AI105,8.0,2.0,America,New_York,2021-09-20,02:28:00,2021-09-20,07:25:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Dubai,DXB,IndiGo,6E,21,6E21,54.0,4.0,Asia,Dubai,2021-09-20,09:53:00,2021-09-20,11:20:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,British Airways,BA,5821,BA5821,11.0,0.0,Asia,Kolkata,2021-09-20,06:41:00,2021-09-20,07:48:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,British Airways,BA,5823,BA5823,20.0,0.0,Asia,Kolkata,2021-09-20,09:05:00,2021-09-20,10:11:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,British Airways,BA,5847,BA5847,9.0,0.0,Asia,Kolkata,2021-09-20,06:08:00,2021-09-20,07:41:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Vistara,UK,747,UK747,12.0,11.0,Asia,Kolkata,2021-09-20,06:32:00,2021-09-20,08:30:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,GoAir,G8,719,G8719,4.0,0.0,Asia,Kolkata,2021-09-20,06:58:00,2021-09-20,08:08:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,SpiceJet,SG,263,SG263,11.0,0.0,Asia,Kolkata,2021-09-20,05:56:00,2021-09-20,07:47:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,GoAir,G8,725,G8725,10.0,0.0,Asia,Kolkata,2021-09-20,16:54:00,2021-09-20,18:04:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,IndiGo,6E,2214,6E2214,0.0,0.0,Asia,Kolkata,2021-09-20,02:44:00,2021-09-20,04:33:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,SpiceJet,SG,8131,SG8131,13.0,0.0,Asia,Kolkata,2021-09-20,16:03:00,2021-09-20,17:16:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,678,AI678,18.0,0.0,Asia,Kolkata,2021-09-20,09:17:00,2021-09-20,11:06:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Dehra Dun,DED,IndiGo,6E,7367,6E7367,17.0,6.0,Asia,Kolkata,2021-09-20,12:42:00,2021-09-20,13:26:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,United Airlines,UA,7746,UA7746,20.0,0.0,Asia,Kolkata,2021-09-20,09:05:00,2021-09-20,10:11:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Doha International,DOH,Qatar Airways,QR,581,QR581,8.0,0.0,Asia,Qatar,2021-09-20,09:43:00,2021-09-20,10:38:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Vistara,UK,959,UK959,11.0,0.0,Asia,Kolkata,2021-09-20,06:41:00,2021-09-20,07:48:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,6202,6E6202,22.0,17.0,Asia,Kolkata,2021-09-20,12:22:00,2021-09-20,14:22:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Ahmedabad,AMD,Vistara,UK,979,UK979,20.0,0.0,Asia,Kolkata,2021-09-20,09:05:00,2021-09-20,10:11:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Schiphol,AMS,Air France,AF,8440,AF8440,18.0,0.0,Europe,Amsterdam,2021-09-20,03:53:00,2021-09-20,09:47:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Schiphol,AMS,Delta Air Lines,DL,9438,DL9438,18.0,0.0,Europe,Amsterdam,2021-09-20,03:53:00,2021-09-20,09:47:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Schiphol,AMS,KLM,KL,872,KL872,18.0,0.0,Europe,Amsterdam,2021-09-20,03:53:00,2021-09-20,09:47:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,GoAir,G8,336,G8336,6.0,0.0,Asia,Kolkata,2021-09-20,14:35:00,2021-09-20,16:18:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Raja Sansi International Airport,ATQ,IndiGo,6E,322,6E322,18.0,0.0,Asia,Kolkata,2021-09-20,11:12:00,2021-09-20,11:59:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,927,UK927,9.0,0.0,Asia,Kolkata,2021-09-20,09:39:00,2021-09-20,11:14:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air Mauritius,MK,8029,MK8029,24.0,0.0,Asia,Kolkata,2021-09-20,11:04:00,2021-09-20,12:39:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,6125,6E6125,5.0,0.0,Asia,Kolkata,2021-09-20,06:15:00,2021-09-20,07:57:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,993,UK993,2.0,0.0,Asia,Kolkata,2021-09-20,12:47:00,2021-09-20,14:36:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Raja Sansi International Airport,ATQ,Vistara,UK,691,UK691,8.0,0.0,Asia,Kolkata,2021-09-20,13:47:00,2021-09-20,14:31:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,AirAsia India,I5,548,I5548,7.0,0.0,Asia,Kolkata,2021-09-20,05:02:00,2021-09-20,06:51:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Raja Sansi International Airport,ATQ,Vistara,UK,693,UK693,10.0,0.0,Asia,Kolkata,2021-09-20,08:29:00,2021-09-20,09:15:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Abu Dhabi International,AUH,Air India,AI,1965,AI1965,24.0,4.0,Asia,Dubai,2021-09-20,03:24:00,2021-09-20,05:04:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Cochin International,COK,British Airways,BA,5867,BA5867,12.0,0.0,Asia,Kolkata,2021-09-20,06:06:00,2021-09-20,08:47:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Vistara,UK,705,UK705,13.0,2.0,Asia,Kolkata,2021-09-20,07:33:00,2021-09-20,09:23:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Netaji Subhas Chandra,CCU,Air India,AI,401,AI401,30.0,5.0,Asia,Kolkata,2021-09-20,07:30:00,2021-09-20,09:15:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,995,UK995,36.0,0.0,Asia,Kolkata,2021-09-20,10:55:00,2021-09-20,12:29:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,2702,6E2702,14.0,0.0,Asia,Kolkata,2021-09-20,15:49:00,2021-09-20,17:31:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Dibrugarh,DIB,IndiGo,6E,6166,6E6166,0.0,0.0,Asia,Kolkata,2021-09-20,05:15:00,2021-09-20,07:54:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Dubai,DXB,Emirates,EK,511,EK511,11.0,0.0,Asia,Dubai,2021-09-20,11:10:00,2021-09-20,12:31:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Doha International,DOH,Qatar Airways,QR,8663,QR8663,71.0,30.0,Asia,Qatar,2021-09-20,04:51:00,2021-09-20,05:35:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Bhubaneswar,BBI,British Airways,BA,5831,BA5831,5.0,0.0,Asia,Kolkata,2021-09-20,07:05:00,2021-09-20,08:50:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Dibrugarh,DIB,IndiGo,6E,2051,6E2051,6.0,0.0,Asia,Kolkata,2021-09-20,11:46:00,2021-09-20,14:17:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Bhubaneswar,BBI,United Airlines,UA,7748,UA7748,5.0,0.0,Asia,Kolkata,2021-09-20,07:05:00,2021-09-20,08:50:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Dubai,DXB,SpiceJet,SG,705,SG705,28.0,0.0,Asia,Dubai,2021-09-20,01:12:00,2021-09-20,02:40:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Bhubaneswar,BBI,Vistara,UK,785,UK785,5.0,0.0,Asia,Kolkata,2021-09-20,07:05:00,2021-09-20,08:50:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Dubai,DXB,flydubai,FZ,432,FZ432,31.0,0.0,Asia,Dubai,2021-09-20,07:25:00,2021-09-20,08:51:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Vadodara,BDQ,IndiGo,6E,5076,6E5076,20.0,0.0,Asia,Kolkata,2021-09-20,14:00:00,2021-09-20,15:09:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Borjhar,GAU,IndiGo,6E,2001,6E2001,6.0,0.0,Asia,Kolkata,2021-09-20,15:41:00,2021-09-20,17:47:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Frankfurt International Airport,FRA,Air India,AI,121,AI121,13.0,7.0,Europe,Berlin,2021-09-20,05:17:00,2021-09-20,10:07:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Dubai,DXB,Emirates,EK,513,EK513,17.0,0.0,Asia,Dubai,2021-09-20,04:31:00,2021-09-20,05:57:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Bhopal,BHO,IndiGo,6E,5183,6E5183,14.0,0.0,Asia,Kolkata,2021-09-20,11:43:00,2021-09-20,12:43:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Dehra Dun,DED,IndiGo,6E,2966,6E2966,12.0,0.0,Asia,Kolkata,2021-09-20,14:37:00,2021-09-20,15:09:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,665,AI665,24.0,0.0,Asia,Kolkata,2021-09-20,08:23:00,2021-09-20,10:08:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,British Airways,BA,5849,BA5849,5.0,0.0,Asia,Kolkata,2021-09-20,08:54:00,2021-09-20,10:32:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Bhavnagar,BHU,SpiceJet,SG,3001,SG3001,14.0,0.0,Asia,Kolkata,2021-09-20,06:48:00,2021-09-20,08:30:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Air India,AI,865,AI865,24.0,0.0,Asia,Kolkata,2021-09-20,11:04:00,2021-09-20,12:39:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,6387,6E6387,19.0,0.0,Asia,Kolkata,2021-09-20,09:14:00,2021-09-20,10:56:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,IndiGo,6E,171,6E171,29.0,0.0,Asia,Kolkata,2021-09-20,10:38:00,2021-09-20,12:14:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,GoAir,G8,334,G8334,0.0,0.0,Asia,Kolkata,2021-09-20,07:51:00,2021-09-20,09:29:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,Vistara,UK,933,UK933,10.0,0.0,Asia,Kolkata,2021-09-20,15:39:00,2021-09-20,17:17:00,20-09-2021
2021-09-20,landed,Indira Gandhi International,DEL,Chhatrapati Shivaji International (Sahar International),BOM,SpiceJet,SG,9045,SG9045,9.0,0.0,Asia,Kolkata,2021-09-20,05:29:00,2021-09-20,07:01:00,20-09-2021
